CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0101_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10101.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 10
CASTNO = 1
DATE = 20161126
TIME = 1127
LATITUDE = 19.4998
LONGITUDE = -109.9987
DEPTH = 3265
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       3.0,2,   28.4129,3,   34.6411,3,     188.8,3,        26,     4.663,  -999.000,  -999.000
       4.0,2,   28.4076,3,   34.6414,3,     191.5,3,        41,     4.660,  -999.000,  -999.000
       5.0,2,   28.4120,2,   34.6413,2,     192.7,2,        31,     4.662,  -999.000,  -999.000
       6.0,2,   28.4153,2,   34.6413,2,     193.3,2,        48,     4.662,  -999.000,  -999.000
       7.0,2,   28.4142,2,   34.6416,2,     193.7,2,        51,     4.662,  -999.000,  -999.000
       8.0,2,   28.4127,2,   34.6417,2,     192.5,2,        55,     4.663,  -999.000,  -999.000
       9.0,2,   28.4159,2,   34.6417,2,     192.6,2,        50,     4.662,  -999.000,  -999.000
      10.0,2,   28.4184,2,   34.6418,2,     192.7,2,        52,     4.662,  -999.000,  -999.000
      11.0,2,   28.4179,2,   34.6419,2,     192.5,2,        38,     4.661,  -999.000,  -999.000
      12.0,2,   28.4176,2,   34.6423,2,     192.1,2,        37,     4.661,  -999.000,  -999.000
      13.0,2,   28.4168,2,   34.6424,2,     192.5,2,        46,     4.663,  -999.000,  -999.000
      14.0,2,   28.4187,2,   34.6430,2,     193.6,2,        77,     4.662,  -999.000,  -999.000
      15.0,2,   28.4224,2,   34.6449,2,     193.4,2,        57,     4.662,  -999.000,  -999.000
      16.0,2,   28.4199,2,   34.6437,2,     193.5,2,        37,     4.661,  -999.000,  -999.000
      17.0,2,   28.4222,2,   34.6436,2,     194.1,2,        38,     4.662,  -999.000,  -999.000
      18.0,2,   28.4185,2,   34.6422,2,     193.8,2,        37,     4.662,  -999.000,  -999.000
      19.0,2,   28.4203,2,   34.6426,2,     193.7,2,        46,     4.662,  -999.000,  -999.000
      20.0,2,   28.4185,2,   34.6426,2,     194.3,2,        61,     4.662,  -999.000,  -999.000
      21.0,2,   28.4187,2,   34.6427,2,     194.7,2,        44,     4.662,  -999.000,  -999.000
      22.0,2,   28.4208,2,   34.6438,2,     194.4,2,        51,     4.662,  -999.000,  -999.000
      23.0,2,   28.4221,2,   34.6449,2,     194.9,2,        45,     4.662,  -999.000,  -999.000
      24.0,2,   28.4488,2,   34.6627,2,     194.4,2,        45,     4.661,  -999.000,  -999.000
      25.0,2,   28.4556,2,   34.6674,2,     194.5,2,        51,     4.661,  -999.000,  -999.000
      26.0,2,   28.4602,2,   34.6708,2,     194.7,2,        47,     4.656,  -999.000,  -999.000
      27.0,2,   28.4661,2,   34.6778,2,     195.0,2,        61,     4.661,  -999.000,  -999.000
      28.0,2,   28.4818,2,   34.6986,2,     194.7,2,        46,     4.660,  -999.000,  -999.000
      29.0,2,   28.4952,2,   34.7189,2,     194.3,2,        37,     4.660,  -999.000,  -999.000
      30.0,2,   28.5134,2,   34.7490,2,     194.8,2,        48,     4.658,  -999.000,  -999.000
      31.0,2,   28.5153,2,   34.7535,2,     194.7,2,        44,     4.659,  -999.000,  -999.000
      32.0,2,   28.4596,2,   34.7670,2,     194.9,2,        46,     4.660,  -999.000,  -999.000
