CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0022_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10022.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 2
CASTNO = 2
DATE = 20161124
TIME = 1854
LATITUDE = 22.8695
LONGITUDE = -110.0003
DEPTH = 2625
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       2.0,2,   26.3287,2,   34.3704,2,     197.3,2,         8,     4.666,  -999.000,  -999.000
       3.0,2,   26.2989,2,   34.3814,2,     196.2,2,        43,     4.665,  -999.000,  -999.000
       4.0,2,   26.2772,2,   34.3803,2,     200.4,2,        41,     4.664,  -999.000,  -999.000
       5.0,2,   26.2772,2,   34.3797,2,     200.6,2,        38,     4.664,  -999.000,  -999.000
       6.0,2,   26.2660,2,   34.3766,2,     200.7,2,        45,     4.664,  -999.000,  -999.000
       7.0,2,   26.2431,2,   34.3722,2,     200.7,2,        49,     4.663,  -999.000,  -999.000
       8.0,2,   26.1767,2,   34.3601,2,     200.8,2,        47,     4.662,  -999.000,  -999.000
       9.0,2,   26.0042,2,   34.3139,2,     200.6,2,        58,     4.662,  -999.000,  -999.000
      10.0,2,   25.5076,2,   34.1872,2,     203.0,2,        40,     4.660,  -999.000,  -999.000
      11.0,2,   25.4939,2,   34.1803,2,     204.5,2,        47,     4.659,  -999.000,  -999.000
      12.0,2,   25.4929,2,   34.1801,2,     204.4,2,        50,     4.658,  -999.000,  -999.000
      13.0,2,   25.4912,2,   34.1808,2,     204.1,2,        57,     4.658,  -999.000,  -999.000
      14.0,2,   25.4939,2,   34.1838,2,     204.8,2,        52,     4.659,  -999.000,  -999.000
      15.0,2,   25.4943,2,   34.1852,2,     204.6,2,        39,     4.659,  -999.000,  -999.000
      16.0,2,   25.4927,2,   34.1850,2,     204.3,2,        46,     4.658,  -999.000,  -999.000
      17.0,2,   25.4883,2,   34.1839,2,     204.4,2,        60,     4.658,  -999.000,  -999.000
      18.0,2,   25.4908,2,   34.1859,2,     204.4,2,        44,     4.658,  -999.000,  -999.000
      19.0,2,   25.4992,2,   34.1964,2,     204.5,2,        48,     4.659,  -999.000,  -999.000
      20.0,2,   25.5023,2,   34.1973,2,     204.8,2,        58,     4.658,  -999.000,  -999.000
