CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0141_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10141.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 14
CASTNO = 1
DATE = 20161127
TIME = 1034
LATITUDE = 17.4997
LONGITUDE = -110.0007
DEPTH = 3426
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       2.0,2,   29.0476,2,   33.5384,2,     191.4,2,        11,     4.667,  -999.000,  -999.000
       3.0,2,   29.0519,2,   33.5377,2,     191.2,2,        45,     4.667,  -999.000,  -999.000
       4.0,2,   29.0531,2,   33.5378,2,     191.8,2,        48,     4.666,  -999.000,  -999.000
       5.0,2,   29.0531,2,   33.5377,2,     191.7,2,        54,     4.668,  -999.000,  -999.000
       6.0,2,   29.0535,2,   33.5376,2,     192.0,2,        49,     4.667,  -999.000,  -999.000
       7.0,2,   29.0533,2,   33.5369,2,     192.5,2,        38,     4.667,  -999.000,  -999.000
       8.0,2,   29.0539,2,   33.5370,2,     193.0,2,        62,     4.668,  -999.000,  -999.000
       9.0,2,   29.0558,2,   33.5368,2,     192.7,2,        54,     4.667,  -999.000,  -999.000
      10.0,2,   29.0585,2,   33.5367,2,     193.3,2,        47,     4.667,  -999.000,  -999.000
      11.0,2,   29.0542,2,   33.5371,2,     193.2,2,        49,     4.667,  -999.000,  -999.000
      12.0,2,   29.0519,2,   33.5371,2,     193.6,2,        48,     4.667,  -999.000,  -999.000
      13.0,2,   29.0523,2,   33.5378,2,     194.0,2,        45,     4.667,  -999.000,  -999.000
      14.0,2,   29.0522,2,   33.6911,2,     193.9,2,        45,     4.667,  -999.000,  -999.000
      15.0,2,   29.2150,2,   34.1229,2,     192.9,2,        51,     4.667,  -999.000,  -999.000
      16.0,2,   29.2395,2,   34.1770,2,     193.9,2,        53,     4.668,  -999.000,  -999.000
      17.0,2,   29.2228,2,   34.2066,2,     194.6,2,        41,     4.669,  -999.000,  -999.000
      18.0,2,   29.1970,2,   34.2423,2,     195.6,2,        36,     4.671,  -999.000,  -999.000
      19.0,2,   29.1519,2,   34.2513,2,     195.6,2,        37,     4.670,  -999.000,  -999.000
      20.0,2,   29.1082,2,   34.2507,2,     195.3,2,        34,     4.671,  -999.000,  -999.000
      21.0,2,   29.0991,2,   34.2704,2,     195.4,2,        35,     4.673,  -999.000,  -999.000
      22.0,2,   29.0994,2,   34.3300,2,     195.8,2,        46,     4.672,  -999.000,  -999.000
      23.0,2,   29.0115,2,   34.3337,2,     195.8,2,        33,     4.670,  -999.000,  -999.000
      24.0,2,   28.9561,2,   34.3502,2,     195.7,2,        46,     4.670,  -999.000,  -999.000
      25.0,2,   28.9412,2,   34.3791,2,     194.6,2,        57,     4.671,  -999.000,  -999.000
      26.0,2,   28.9269,2,   34.3868,2,     195.4,2,        41,     4.670,  -999.000,  -999.000
      27.0,2,   28.9213,2,   34.3900,2,     194.7,2,        37,     4.671,  -999.000,  -999.000
      28.0,2,   28.8994,2,   34.3831,2,     195.3,2,        40,     4.672,  -999.000,  -999.000
      29.0,2,   28.8879,2,   34.3791,2,     195.3,2,        40,     4.671,  -999.000,  -999.000
      30.0,2,   28.8880,2,   34.3798,2,     195.0,2,        51,     4.670,  -999.000,  -999.000
      31.0,2,   28.8879,2,   34.3806,2,     195.3,2,        33,     4.670,  -999.000,  -999.000
      32.0,2,   28.8901,2,   34.3839,2,     195.4,2,        24,     4.670,  -999.000,  -999.000
      33.0,2,   28.8991,2,   34.3905,2,     195.4,2,        27,     4.671,  -999.000,  -999.000
      34.0,2,   28.8987,2,   34.3983,2,     195.8,2,        40,     4.671,  -999.000,  -999.000
      35.0,2,   28.8739,2,   34.3962,2,     196.0,2,        45,     4.671,  -999.000,  -999.000
      36.0,2,   28.8502,2,   34.3951,2,     196.2,2,        49,     4.672,  -999.000,  -999.000
      37.0,2,   28.7699,2,   34.3913,2,     197.2,2,        51,     4.671,  -999.000,  -999.000
      38.0,2,   28.7139,2,   34.3919,2,     197.5,2,        35,     4.669,  -999.000,  -999.000
      39.0,2,   28.6519,2,   34.3936,2,     198.2,2,        25,     4.667,  -999.000,  -999.000
      40.0,2,   28.4773,2,   34.3883,2,     199.6,2,        23,     4.667,  -999.000,  -999.000
      41.0,2,   28.1335,2,   34.3751,2,     201.8,2,        31,     4.664,  -999.000,  -999.000
      42.0,2,   27.9890,2,   34.3714,2,     205.7,2,        20,     4.664,  -999.000,  -999.000
      43.0,2,   27.7381,2,   34.3686,2,     207.3,2,        43,     4.664,  -999.000,  -999.000
      44.0,2,   27.5487,2,   34.3634,2,     211.0,2,        41,     4.660,  -999.000,  -999.000
      45.0,2,   27.1584,2,   34.3616,2,     214.1,2,        36,     4.658,  -999.000,  -999.000
      46.0,2,   26.7483,2,   34.3672,2,     216.5,2,        39,     4.656,  -999.000,  -999.000
      47.0,2,   26.2543,2,   34.3776,2,     219.7,2,        45,     4.655,  -999.000,  -999.000
      48.0,2,   25.8779,2,   34.3890,2,     220.7,2,        52,     4.655,  -999.000,  -999.000
      49.0,2,   25.7394,2,   34.3932,2,     220.7,2,        35,     4.656,  -999.000,  -999.000
      50.0,2,   25.6830,2,   34.3960,2,     219.9,2,        43,     4.656,  -999.000,  -999.000
      51.0,2,   25.5877,2,   34.4035,2,     218.9,2,        40,     4.656,  -999.000,  -999.000
      52.0,2,   25.3682,2,   34.4044,2,     219.4,2,        31,     4.656,  -999.000,  -999.000
      53.0,2,   24.9810,2,   34.4116,2,     220.6,2,        28,     4.655,  -999.000,  -999.000
      54.0,2,   24.6106,2,   34.4204,2,     220.5,2,        27,     4.652,  -999.000,  -999.000
      55.0,2,   23.9275,2,   34.4330,2,     220.7,2,        32,     4.650,  -999.000,  -999.000
      56.0,2,   23.6862,2,   34.4402,2,     216.8,2,        40,     4.647,  -999.000,  -999.000
      57.0,2,   23.5475,2,   34.4435,2,     213.8,2,        32,     4.648,  -999.000,  -999.000
      58.0,2,   23.4305,2,   34.4424,2,     213.5,2,        27,     4.645,  -999.000,  -999.000
      59.0,2,   23.2323,2,   34.4457,2,     213.3,2,        35,     4.645,  -999.000,  -999.000
      60.0,2,   23.1536,2,   34.4477,2,     210.5,2,        42,     4.644,  -999.000,  -999.000
      61.0,2,   23.0791,2,   34.4484,2,     208.7,2,        35,     4.640,  -999.000,  -999.000
      62.0,2,   22.9910,2,   34.4481,2,     208.4,2,        29,     4.632,  -999.000,  -999.000
      63.0,2,   22.8541,2,   34.4460,2,     207.6,2,        32,     4.638,  -999.000,  -999.000
      64.0,2,   22.5803,2,   34.4412,2,     207.1,2,        30,     4.636,  -999.000,  -999.000
      65.0,2,   22.2302,2,   34.4365,2,     205.7,2,        26,     4.631,  -999.000,  -999.000
      66.0,2,   22.1176,2,   34.4386,2,     202.4,2,        26,     4.627,  -999.000,  -999.000
      67.0,2,   22.0882,2,   34.4379,2,     198.3,2,        26,     4.626,  -999.000,  -999.000
      68.0,2,   21.8290,2,   34.4179,2,     196.3,2,        28,     4.626,  -999.000,  -999.000
      69.0,2,   21.2843,2,   34.3869,2,     195.8,2,        29,     4.630,  -999.000,  -999.000
      70.0,2,   21.0375,2,   34.3734,2,     195.3,2,        33,     4.639,  -999.000,  -999.000
      71.0,2,   20.7805,2,   34.3653,2,     195.0,2,        37,     4.637,  -999.000,  -999.000
      72.0,2,   20.6689,2,   34.3619,2,     190.3,2,        35,     4.640,  -999.000,  -999.000
      73.0,2,   20.4965,2,   34.3533,2,     184.7,2,        48,     4.636,  -999.000,  -999.000
      74.0,2,   20.0213,2,   34.3404,2,     180.2,2,        41,     4.643,  -999.000,  -999.000
      75.0,2,   19.8631,2,   34.3378,2,     172.0,2,        31,     4.650,  -999.000,  -999.000
      76.0,2,   19.6866,2,   34.3311,2,     164.3,2,        29,     4.650,  -999.000,  -999.000
      77.0,2,   19.4873,2,   34.3331,2,     159.1,2,        24,     4.651,  -999.000,  -999.000
      78.0,2,   19.3858,2,   34.3302,2,     155.0,2,        22,     4.654,  -999.000,  -999.000
      79.0,2,   19.2803,2,   34.3333,2,     150.5,2,        19,     4.655,  -999.000,  -999.000
      80.0,2,   19.2278,2,   34.3343,2,     146.6,2,        21,     4.656,  -999.000,  -999.000
      81.0,2,   19.1905,2,   34.3365,2,     142.8,2,        25,     4.657,  -999.000,  -999.000
      82.0,2,   19.1263,2,   34.3357,2,     139.0,2,        32,     4.658,  -999.000,  -999.000
      83.0,2,   19.0609,2,   34.3356,2,     135.1,2,        61,     4.657,  -999.000,  -999.000
      84.0,2,   19.0258,2,   34.3365,2,     132.5,2,        48,     4.659,  -999.000,  -999.000
      85.0,2,   18.9978,2,   34.3372,2,     132.2,2,        54,     4.660,  -999.000,  -999.000
      86.0,2,   18.9619,2,   34.3362,2,     132.1,2,        32,     4.661,  -999.000,  -999.000
      87.0,2,   18.8557,2,   34.3328,2,     131.8,2,        23,     4.663,  -999.000,  -999.000
      88.0,2,   18.5834,2,   34.3268,2,     131.4,2,        22,     4.664,  -999.000,  -999.000
      89.0,2,   18.4156,2,   34.3332,2,     129.8,2,        20,     4.664,  -999.000,  -999.000
      90.0,2,   18.3048,2,   34.3401,2,     127.2,2,        21,     4.666,  -999.000,  -999.000
      91.0,2,   18.1769,2,   34.3417,2,     123.2,2,        21,     4.668,  -999.000,  -999.000
      92.0,2,   18.0309,2,   34.3482,2,     117.8,2,        23,     4.669,  -999.000,  -999.000
      93.0,2,   17.9677,2,   34.3507,2,     109.5,2,        45,     4.669,  -999.000,  -999.000
      94.0,2,   18.1560,2,   34.3442,2,      99.5,2,        33,     4.668,  -999.000,  -999.000
      95.0,2,   17.9009,2,   34.3538,2,     104.2,2,        33,     4.671,  -999.000,  -999.000
      96.0,2,   17.3746,2,   34.3775,2,     103.2,2,        25,     4.674,  -999.000,  -999.000
      97.0,2,   17.2907,2,   34.3841,2,      97.9,2,        24,     4.676,  -999.000,  -999.000
      98.0,2,   17.1725,2,   34.3874,2,      91.2,2,        22,     4.678,  -999.000,  -999.000
      99.0,2,   17.0074,2,   34.3967,2,      86.3,2,        21,     4.678,  -999.000,  -999.000
     100.0,2,   16.6612,2,   34.4101,2,      83.8,2,        21,     4.679,  -999.000,  -999.000
     101.0,2,   16.5917,2,   34.4121,2,      81.6,2,        23,     4.682,  -999.000,  -999.000
     102.0,2,   16.5857,2,   34.4124,2,      77.8,2,        27,     4.683,  -999.000,  -999.000
     103.0,2,   16.4636,2,   34.4115,2,      72.7,2,        45,     4.683,  -999.000,  -999.000
     104.0,2,   16.2730,2,   34.4187,2,      67.3,2,        63,     4.683,  -999.000,  -999.000
     105.0,2,   16.1638,2,   34.4309,2,      60.6,2,        62,     4.685,  -999.000,  -999.000
     106.0,2,   16.1258,2,   34.4329,2,      58.3,2,        24,     4.687,  -999.000,  -999.000
     107.0,2,   15.9997,2,   34.4347,2,      57.7,2,        20,     4.688,  -999.000,  -999.000
     108.0,2,   15.8143,2,   34.4403,2,      56.9,2,        19,     4.689,  -999.000,  -999.000
     109.0,2,   15.6532,2,   34.4485,2,      55.5,2,        21,     4.690,  -999.000,  -999.000
     110.0,2,   15.5669,2,   34.4574,2,      52.6,2,        25,     4.690,  -999.000,  -999.000
     111.0,2,   15.4826,2,   34.4618,2,      48.1,2,        30,     4.691,  -999.000,  -999.000
     112.0,2,   15.2788,2,   34.4868,2,      43.5,2,        34,     4.691,  -999.000,  -999.000
     113.0,2,   15.1454,2,   34.5082,2,      39.5,2,        40,     4.693,  -999.000,  -999.000
     114.0,2,   15.0528,2,   34.5224,2,      35.6,2,        34,     4.694,  -999.000,  -999.000
     115.0,2,   15.0212,2,   34.5274,2,      32.7,2,        41,     4.695,  -999.000,  -999.000
     116.0,2,   14.9900,2,   34.5305,2,      30.0,2,        41,     4.695,  -999.000,  -999.000
     117.0,2,   14.9720,2,   34.5323,2,      29.2,2,        31,     4.695,  -999.000,  -999.000
     118.0,2,   14.9275,2,   34.5365,2,      29.2,2,        28,     4.694,  -999.000,  -999.000
     119.0,2,   14.9151,2,   34.5380,2,      29.1,2,        27,     4.695,  -999.000,  -999.000
