CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0131_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10131.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 13
CASTNO = 1
DATE = 20161127
TIME = 0431
LATITUDE = 18.0002
LONGITUDE = -110.0003
DEPTH = 3287
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       3.0,2,   28.8256,2,   34.0052,2,     192.8,2,        40,     4.666,  -999.000,  -999.000
       4.0,2,   28.8202,2,   34.0054,2,     193.0,2,        57,     4.668,  -999.000,  -999.000
       5.0,2,   28.8204,2,   34.0051,2,     193.6,2,        43,     4.667,  -999.000,  -999.000
       6.0,2,   28.8218,2,   34.0055,2,     193.0,2,        47,     4.668,  -999.000,  -999.000
       7.0,2,   28.8252,2,   34.0084,2,     193.7,2,        49,     4.668,  -999.000,  -999.000
       8.0,2,   28.8237,2,   34.0071,2,     194.1,2,        41,     4.668,  -999.000,  -999.000
       9.0,2,   28.8247,2,   34.0130,2,     193.8,2,        60,     4.667,  -999.000,  -999.000
      10.0,2,   28.8250,2,   34.0102,2,     193.9,2,        46,     4.667,  -999.000,  -999.000
      11.0,2,   28.8230,2,   34.0162,2,     193.7,2,        40,     4.667,  -999.000,  -999.000
      12.0,2,   28.8208,2,   34.0248,2,     194.1,2,        43,     4.666,  -999.000,  -999.000
      13.0,2,   28.8165,2,   34.0460,2,     194.2,2,        56,     4.667,  -999.000,  -999.000
      14.0,2,   28.8195,2,   34.0651,2,     194.0,2,        48,     4.666,  -999.000,  -999.000
      15.0,2,   28.8210,2,   34.0861,2,     194.6,2,        46,     4.666,  -999.000,  -999.000
      16.0,2,   28.8210,2,   34.0991,2,     194.4,2,        52,     4.665,  -999.000,  -999.000
      17.0,2,   28.8247,2,   34.1187,2,     194.5,2,        67,     4.666,  -999.000,  -999.000
      18.0,2,   28.8255,2,   34.1259,2,     194.5,2,        40,     4.666,  -999.000,  -999.000
      19.0,2,   28.8275,2,   34.1349,2,     194.4,2,        33,     4.667,  -999.000,  -999.000
      20.0,2,   28.8472,2,   34.1574,2,     194.3,2,        41,     4.667,  -999.000,  -999.000
      21.0,2,   28.8739,2,   34.1893,2,     194.3,2,        57,     4.667,  -999.000,  -999.000
