CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0121_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10121.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 12
CASTNO = 1
DATE = 20161126
TIME = 2244
LATITUDE = 18.5007
LONGITUDE = -110.0007
DEPTH = 3447
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       4.0,2,   28.2234,3,   34.3258,3,     193.9,3,        28,     4.670,  -999.000,  -999.000
       5.0,2,   28.2333,3,   34.3257,3,     193.7,3,        40,     4.671,  -999.000,  -999.000
       6.0,2,   28.2243,2,   34.3259,2,     194.8,2,        51,     4.670,  -999.000,  -999.000
       7.0,2,   28.2159,2,   34.3257,2,     195.1,2,        45,     4.670,  -999.000,  -999.000
       8.0,2,   28.1549,2,   34.3239,2,     195.3,2,        48,     4.671,  -999.000,  -999.000
       9.0,2,   28.1693,2,   34.3240,2,     195.0,2,        36,     4.670,  -999.000,  -999.000
      10.0,2,   28.0938,2,   34.3232,2,     195.8,2,        47,     4.670,  -999.000,  -999.000
      11.0,2,   28.0442,2,   34.3206,2,     196.4,2,        58,     4.667,  -999.000,  -999.000
      12.0,2,   28.0388,2,   34.3204,2,     196.1,2,        44,     4.668,  -999.000,  -999.000
      13.0,2,   28.0329,2,   34.3204,2,     197.2,2,        43,     4.667,  -999.000,  -999.000
      14.0,2,   28.0257,2,   34.3205,2,     197.0,2,        59,     4.667,  -999.000,  -999.000
      15.0,2,   28.0208,2,   34.3205,2,     196.6,2,        40,     4.666,  -999.000,  -999.000
      16.0,2,   28.0190,2,   34.3207,2,     197.2,2,        39,     4.667,  -999.000,  -999.000
      17.0,2,   28.0166,2,   34.3208,2,     197.3,2,        53,     4.666,  -999.000,  -999.000
      18.0,2,   28.0126,2,   34.3208,2,     197.1,2,        56,     4.665,  -999.000,  -999.000
      19.0,2,   28.0104,2,   34.3208,2,     197.3,2,        45,     4.665,  -999.000,  -999.000
      20.0,2,   28.0087,2,   34.3211,2,     197.5,2,        43,     4.665,  -999.000,  -999.000
      21.0,2,   28.0068,2,   34.3212,2,     197.0,2,        39,     4.665,  -999.000,  -999.000
      22.0,2,   28.0050,2,   34.3210,2,     197.4,2,        50,     4.665,  -999.000,  -999.000
