CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0041_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10041.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 4
CASTNO = 1
DATE = 20161125
TIME = 0155
LATITUDE = 22.5017
LONGITUDE = -109.9992
DEPTH = 3053
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       2.0,2,   28.7384,2,   34.6019,2,     129.7,2,        21,     4.655,  -999.000,  -999.000
       3.0,2,   28.7385,2,   34.6178,2,     134.2,2,        53,     4.652,  -999.000,  -999.000
       4.0,2,   28.7406,2,   34.6200,2,     142.6,2,        54,     4.651,  -999.000,  -999.000
       5.0,2,   28.7406,2,   34.6227,2,     145.5,2,        36,     4.653,  -999.000,  -999.000
       6.0,2,   28.7405,2,   34.6240,2,     165.1,2,        26,     4.651,  -999.000,  -999.000
       7.0,2,   28.7420,2,   34.6245,2,     188.4,2,        40,     4.653,  -999.000,  -999.000
       8.0,2,   28.7423,2,   34.6247,2,     188.1,2,        34,     4.653,  -999.000,  -999.000
       9.0,2,   28.7392,2,   34.6249,2,     191.0,2,        47,     4.652,  -999.000,  -999.000
      10.0,2,   28.6682,2,   34.6271,2,     191.8,2,        57,     4.651,  -999.000,  -999.000
      11.0,2,   28.6244,2,   34.6349,2,     192.3,2,        47,     4.649,  -999.000,  -999.000
      12.0,2,   28.5744,2,   34.6576,2,     192.1,2,        36,     4.649,  -999.000,  -999.000
      13.0,2,   28.5067,2,   34.6875,2,     192.1,2,        36,     4.651,  -999.000,  -999.000
      14.0,2,   28.4821,2,   34.6984,2,     191.5,2,        47,     4.648,  -999.000,  -999.000
      15.0,2,   28.4605,2,   34.7079,2,     191.8,2,        32,     4.646,  -999.000,  -999.000
      16.0,2,   28.4019,2,   34.7244,2,     193.6,2,        30,     4.648,  -999.000,  -999.000
      17.0,2,   28.3730,2,   34.7419,2,     193.0,2,        38,     4.644,  -999.000,  -999.000
      18.0,2,   28.3724,2,   34.7630,2,     191.9,2,        44,     4.643,  -999.000,  -999.000
      19.0,2,   28.4014,2,   34.7961,2,     192.8,2,        34,     4.642,  -999.000,  -999.000
      20.0,2,   28.4052,2,   34.8194,2,     193.1,2,        34,     4.641,  -999.000,  -999.000
      21.0,2,   28.4064,2,   34.8466,2,     193.0,2,        38,     4.641,  -999.000,  -999.000
      22.0,2,   28.4034,2,   34.8473,2,     192.5,2,        49,     4.641,  -999.000,  -999.000
      23.0,2,   28.4029,2,   34.8473,2,     193.4,2,        41,     4.643,  -999.000,  -999.000
      24.0,2,   28.3987,2,   34.8470,2,     193.7,2,        45,     4.641,  -999.000,  -999.000
      25.0,2,   28.4139,2,   34.8635,2,     193.8,2,        49,     4.642,  -999.000,  -999.000
      26.0,2,   28.4899,2,   34.9472,2,     193.1,2,        34,     4.641,  -999.000,  -999.000
      27.0,2,   28.5227,2,   34.9856,2,     193.2,2,        37,     4.641,  -999.000,  -999.000
      28.0,2,   28.5360,2,   35.0046,2,     194.2,2,        46,     4.641,  -999.000,  -999.000
      29.0,2,   28.5411,2,   35.0123,2,     194.1,2,        38,     4.640,  -999.000,  -999.000
      30.0,2,   28.5457,2,   35.0196,2,     194.8,2,        41,     4.640,  -999.000,  -999.000
      31.0,2,   28.5491,2,   35.0264,2,     194.1,2,        39,     4.641,  -999.000,  -999.000
      32.0,2,   28.5492,2,   35.0269,2,     194.7,2,        53,     4.640,  -999.000,  -999.000
      33.0,2,   28.5513,2,   35.0326,2,     194.3,2,        61,     4.640,  -999.000,  -999.000
      34.0,2,   28.5473,2,   35.0420,2,     194.2,2,        41,     4.641,  -999.000,  -999.000
      35.0,2,   28.5414,2,   35.0443,2,     193.9,2,        31,     4.640,  -999.000,  -999.000
      36.0,2,   28.5255,2,   35.0450,2,     194.3,2,        45,     4.640,  -999.000,  -999.000
      37.0,2,   28.4982,2,   35.0428,2,     193.8,2,        37,     4.635,  -999.000,  -999.000
      38.0,2,   28.4322,2,   35.0321,2,     194.2,2,        28,     4.634,  -999.000,  -999.000
      39.0,2,   28.3679,2,   35.0211,2,     195.4,2,        32,     4.630,  -999.000,  -999.000
      40.0,2,   28.1839,2,   34.9769,2,     195.4,2,        42,     4.628,  -999.000,  -999.000
      41.0,2,   27.2381,2,   34.7772,2,     198.6,2,        26,     4.621,  -999.000,  -999.000
      42.0,2,   26.3601,2,   34.6686,2,     200.4,2,        26,     4.605,  -999.000,  -999.000
      43.0,2,   26.0691,2,   34.6619,2,     199.9,2,        39,     4.597,  -999.000,  -999.000
      44.0,2,   25.8233,2,   34.6455,2,     201.2,2,        41,     4.601,  -999.000,  -999.000
      45.0,2,   25.3129,2,   34.6441,2,     201.6,2,        34,     4.595,  -999.000,  -999.000
      46.0,2,   24.9353,2,   34.6152,2,     198.2,2,        59,     4.587,  -999.000,  -999.000
      47.0,2,   24.6251,2,   34.5775,2,     194.0,2,        46,     4.594,  -999.000,  -999.000
      48.0,2,   24.4046,2,   34.5647,2,     192.7,2,        39,     4.609,  -999.000,  -999.000
      49.0,2,   24.3918,2,   34.6144,2,     192.2,2,        56,     4.625,  -999.000,  -999.000
      50.0,2,   24.2308,2,   34.6048,2,     191.0,2,        39,     4.627,  -999.000,  -999.000
      51.0,2,   23.8579,2,   34.5560,2,     189.2,2,        48,     4.626,  -999.000,  -999.000
      52.0,2,   23.6417,2,   34.5226,2,     185.8,2,        47,     4.628,  -999.000,  -999.000
