CTD,20180202CCHSIO
# SHIP: Ronald H. Brown
# Cruise: P18
# DATES: 20161119 to 20170203
# Region: SE Pacific on 110W and 103W
# Ports: San Diego to Easter Island,  Easter Island to Punta Arenas
# Chief Scientist: Leg1: Brendan Carter/PMOEL; Leg2: Rolf Sonnerup/JISAO 
# CTDO: Who - G.Johnson,M.Barringer; Status - final
# Transmissometer (CTDXMISS): Who - W.Gardner, TAMU; Status - final
#        Instrument: Wetlabs C-Star Transmissometer, SN:CST1830DR
# FLBB (CTDFLUOR,CTDBBP700RAW): Who - E.Boss, UMaine; Status - final
#        Instrument: Wetlabs FLBBRTD, SN:3698
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# CTDFLUOR: Changed parameter name from CTDSTIMF to CTDFLUOR
# DEPTH: rounded float value to nearest integer
# Original file name: p18_0013_ct1.csv 
# CTD,20170628PMELNOAAKEM - Previous Time Stamp. Previous comments below. 
#    CODE:  ctd_to_csv.m KEM 6/28/17
#    SUMFILE_NAME:  p18_kem.sum 6/28/17
#    CTDFILE_NAME:  rh10013.ctd
#    DEPTH_TYPE:  CORR
#    EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20161119
SECT_ID = P18
STNNBR = 1
CASTNO = 3
DATE = 20161124
TIME = 1417
LATITUDE = 22.6885
LONGITUDE = -110
DEPTH = 2625
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDXMISS,CTDFLUOR,CTDBBP700RAW
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,0-5VDC,0-5VDC,0-5VDC
       3.0,2,   27.9198,3,   34.5274,3,     192.9,3,        19,     4.673,     0.076,     0.173
       4.0,2,   27.9198,3,   34.5273,3,     193.3,3,        36,     4.673,     0.076,     0.171
       5.0,2,   27.9206,2,   34.5274,2,     192.8,2,        39,     4.673,     0.074,     0.173
       6.0,2,   27.9216,2,   34.5273,2,     193.0,2,        44,     4.673,     0.075,     0.171
       7.0,2,   27.9220,2,   34.5274,2,     193.1,2,        47,     4.673,     0.076,     0.171
       8.0,2,   27.9241,2,   34.5275,2,     193.4,2,        51,     4.673,     0.074,     0.171
       9.0,2,   27.9289,2,   34.5272,2,     193.7,2,        43,     4.673,     0.073,     0.172
      10.0,2,   27.9280,2,   34.5270,2,     193.9,2,        40,     4.673,     0.072,     0.177
      11.0,2,   27.9287,2,   34.5271,2,     193.7,2,        54,     4.673,     0.074,     0.173
      12.0,2,   27.9269,2,   34.5268,2,     193.2,2,        59,     4.673,     0.075,     0.174
      13.0,2,   27.9243,2,   34.5261,2,     193.2,2,        44,     4.672,     0.075,     0.173
      14.0,2,   27.9241,2,   34.5262,2,     194.1,2,        48,     4.673,     0.074,     0.171
      15.0,2,   27.9245,2,   34.5259,2,     193.9,2,        49,     4.672,     0.074,     0.170
      16.0,2,   27.9246,2,   34.5261,2,     194.6,2,        45,     4.673,     0.074,     0.172
      17.0,2,   27.9229,2,   34.5261,2,     194.4,2,        55,     4.672,     0.076,     0.172
      18.0,2,   27.9237,2,   34.5261,2,     194.3,2,        56,     4.672,     0.074,     0.170
      19.0,2,   27.9242,2,   34.5263,2,     194.4,2,        48,     4.673,     0.073,     0.171
      20.0,2,   27.9240,2,   34.5262,2,     194.5,2,        43,     4.672,     0.074,     0.171
      21.0,2,   27.9243,2,   34.5263,2,     194.0,2,        44,     4.672,     0.076,     0.174
      22.0,2,   27.9249,2,   34.5264,2,     193.9,2,        58,     4.672,     0.073,     0.172
      23.0,2,   27.9254,2,   34.5263,2,     193.7,2,        49,     4.672,     0.075,     0.175
      24.0,2,   27.9261,2,   34.5262,2,     194.4,2,        52,     4.672,     0.074,     0.175
      25.0,2,   27.9258,2,   34.5259,2,     194.4,2,        53,     4.670,     0.074,     0.172
      26.0,2,   27.9254,2,   34.5261,2,     193.8,2,        46,     4.673,     0.073,     0.171
      27.0,2,   27.9255,2,   34.5262,2,     193.7,2,        44,     4.672,     0.073,     0.172
      28.0,2,   27.9222,2,   34.5263,2,     193.6,2,        44,     4.672,     0.074,     0.174
      29.0,2,   27.9220,2,   34.5261,2,     194.6,2,        59,     4.671,     0.076,     0.174
      30.0,2,   27.9178,2,   34.5257,2,     194.8,2,        54,     4.672,     0.075,     0.172
      31.0,2,   27.9124,2,   34.5249,2,     195.1,2,        41,     4.669,     0.073,     0.174
      32.0,2,   27.9054,2,   34.5238,2,     195.2,2,        48,     4.672,     0.074,     0.173
      33.0,2,   27.9038,2,   34.5234,2,     195.0,2,        55,     4.672,     0.074,     0.171
      34.0,2,   27.4054,2,   34.4679,2,     197.6,2,        50,     4.669,     0.074,     0.176
      35.0,2,   26.6854,2,   34.3891,2,     202.1,2,        48,     4.653,     0.079,     0.179
      36.0,2,   26.5821,2,   34.3766,2,     209.9,2,        44,     4.652,     0.086,     0.188
      37.0,2,   26.4366,2,   34.3676,2,     212.6,2,        54,     4.654,     0.089,     0.193
      38.0,2,   26.1117,2,   34.3409,2,     213.5,2,        46,     4.651,     0.091,     0.190
      39.0,2,   25.6259,2,   34.2924,2,     215.6,2,        56,     4.651,     0.093,     0.198
      40.0,2,   25.2173,2,   34.2601,2,     216.6,2,        49,     4.646,     0.098,     0.195
      41.0,2,   24.9753,2,   34.2524,2,     217.8,2,        45,     4.646,     0.100,     0.199
      42.0,2,   24.9274,2,   34.2556,2,     217.6,2,        47,     4.647,     0.100,     0.198
      43.0,2,   24.7691,2,   34.2587,2,     217.7,2,        52,     4.648,     0.101,     0.195
      44.0,2,   24.5689,2,   34.2671,2,     218.1,2,        46,     4.646,     0.103,     0.198
      45.0,2,   24.5439,2,   34.2850,2,     218.2,2,        53,     4.646,     0.106,     0.201
      46.0,2,   24.5424,2,   34.3255,2,     218.1,2,        58,     4.645,     0.108,     0.201
      47.0,2,   24.1013,2,   34.3494,2,     218.9,2,        39,     4.646,     0.109,     0.204
      48.0,2,   23.8181,2,   34.3338,2,     219.1,2,        45,     4.648,     0.110,     0.206
      49.0,2,   23.7628,2,   34.3298,2,     218.6,2,        45,     4.646,     0.114,     0.199
      50.0,2,   23.7348,2,   34.3297,2,     219.0,2,        51,     4.646,     0.118,     0.199
      51.0,2,   23.6706,2,   34.3364,2,     219.0,2,        72,     4.648,     0.119,     0.198
      52.0,2,   23.2918,2,   34.3473,2,     218.8,2,        51,     4.649,     0.119,     0.199
      53.0,2,   22.7600,2,   34.3250,2,     220.2,2,        35,     4.649,     0.120,     0.197
      54.0,2,   22.4508,2,   34.2973,2,     220.4,2,        30,     4.652,     0.124,     0.194
      55.0,2,   22.3099,2,   34.3047,2,     220.0,2,        41,     4.652,     0.134,     0.193
      56.0,2,   22.1872,2,   34.3149,2,     219.0,2,        62,     4.651,     0.140,     0.189
      57.0,2,   21.7489,2,   34.2777,2,     218.8,2,        66,     4.649,     0.146,     0.186
      58.0,2,   21.0783,2,   34.1428,2,     219.9,2,        34,     4.644,     0.163,     0.187
      59.0,2,   20.7522,2,   34.0878,2,     219.9,2,        29,     4.638,     0.178,     0.192
      60.0,2,   20.6600,2,   34.0980,2,     220.9,2,        35,     4.631,     0.194,     0.200
      61.0,2,   20.4966,2,   34.0859,2,     217.5,2,        37,     4.624,     0.223,     0.205
      62.0,2,   20.0530,2,   34.0031,2,     209.6,2,        65,     4.624,     0.229,     0.208
      63.0,2,   19.7171,2,   33.9167,2,     215.0,2,        43,     4.632,     0.217,     0.208
      64.0,2,   19.4967,2,   33.8572,2,     222.9,2,        34,     4.638,     0.193,     0.202
      65.0,2,   19.3608,2,   33.8193,2,     229.8,2,        35,     4.644,     0.176,     0.197
      66.0,2,   19.2598,2,   33.7886,2,     235.1,2,        30,     4.648,     0.165,     0.195
      67.0,2,   18.9339,2,   33.7050,2,     238.5,2,        31,     4.650,     0.156,     0.194
      68.0,2,   18.5903,2,   33.6261,2,     240.9,2,        36,     4.652,     0.149,     0.191
      69.0,2,   18.3448,2,   33.5991,2,     244.9,2,        53,     4.658,     0.147,     0.188
      70.0,2,   18.0024,2,   33.5649,2,     247.6,2,        34,     4.663,     0.138,     0.178
      71.0,2,   17.9119,2,   33.5645,2,     247.6,2,        29,     4.665,     0.132,     0.174
      72.0,2,   17.7638,2,   33.5576,2,     248.5,2,        28,     4.666,     0.128,     0.174
      73.0,2,   17.6861,2,   33.5542,2,     247.6,2,        28,     4.668,     0.126,     0.173
      74.0,2,   17.5873,2,   33.5533,2,     246.4,2,        33,     4.671,     0.125,     0.170
      75.0,2,   17.5152,2,   33.5520,2,     245.4,2,        37,     4.671,     0.124,     0.169
